"author","reviewBody","reviewRating","ratingMaxvalue","reviewTags","dateCreated","images","reviewUrl","reviewSource","orginalText","name","reviewCount","aggregateRating","address","place_id","input","businessUrl"
"伍玖玖","There are a lot of seats in the store, the lights will be dim, many people drink here, and the waiter explains the menu attentively. There is free boiled water, no pasta can be ordered, and the sauces are delicious. White Truffle Cream Stewed Egg 250RMB➡️The sauce part is slightly salty and the price is high. Do not push. Bassa Vinegar Smoked Duck Breast Cream Spaghetti 280RMB➡️Slightly sour and cheesey, delicious. Fireworks Noodles 320RMB➡️The taste is indescribable, but delicious. Tiramisu 140 yuan➡️The wine is fragrant, the humidity is just right, and the sweetness is just right.","5.0","5.0","","a week ago","https://lh5.googleusercontent.com/p/AF1QipMdcXymfAJuCuxKKZYjK6GC68gJESC7efr2UgIw | https://lh5.googleusercontent.com/p/AF1QipM262I-JcOei1lQJjLQGHQ-bmQ65YDl1q5LsyfN | https://lh5.googleusercontent.com/p/AF1QipMUoqdatQNA3NO7FtnH4xRHcKixQuT0vDr6UrAW | https://lh5.googleusercontent.com/p/AF1QipO1YMrSq82w62WMoeT3Q3gBhwGveCsVdrN-c8R5 | https://lh5.googleusercontent.com/p/AF1QipM-3SiWdJgXx-hK5_cwMF6snxqR5TioN1CItKc5 | https://lh5.googleusercontent.com/p/AF1QipNIUXWrEdYVCXTq6ZO2p3M6Mwcdb-4jHk_zrYIv | https://lh5.googleusercontent.com/p/AF1QipN4OGs_ehjWVNV9pg5mzXbG6grBplFCEFKcWZE1 | https://lh5.googleusercontent.com/p/AF1QipPGEDgztdm4TmBrQnHI0Vzcvag2oHGL1IbyxiKa | https://lh5.googleusercontent.com/p/AF1QipPihrzpck8qNwcgVY-WHo1Rw1Tcgt4YWwX1raLY | https://lh5.googleusercontent.com/p/AF1QipOJ_k6ZCY_CJMUH69CF8ccflsDbbEffY6ZaRArn | https://lh5.googleusercontent.com/p/AF1QipPNlBiAzvvco1rY9ZWTiBX1iJRDz0OtIN6pPaEW | https://lh5.googleusercontent.com/p/AF1QipOlbVAGrx3wH2xncjIaUAATjeaZlLyXCgQHPBRE | https://lh5.googleusercontent.com/p/AF1QipMDAV7_Q6F-piY2ZySksElKc1wSIrAZHpm1CoBF | https://lh5.googleusercontent.com/p/AF1QipOcj0mm3bR3nxfcTZm3uGU4DfnkmJVILA7BlRbd | https://lh5.googleusercontent.com/p/AF1QipP2p2zgn8mQVm501ZPc6KuTERi8dma05IzE1AjZ | https://lh5.googleusercontent.com/p/AF1QipMi_IfMTvDeFdzJ9IDfSgC3BhbgZxIPVx1-FLYm | https://lh5.googleusercontent.com/p/AF1QipNNDj-qZE5JfEnIhSiBgenkFdbT7NaZjKUaenog | https://lh5.googleusercontent.com/p/AF1QipMcVVOmY-whktu9WI5KY7P8A69SVqm_8xx4S5CH | https://lh5.googleusercontent.com/p/AF1QipMon5v53GF30Tbx5S7tXCwkEhS9l96cw7CebBNJ | https://lh5.googleusercontent.com/p/AF1QipOvUjs3zu2HT3TZhaCQjB0SYquj5QfSzHyQ-ies | https://lh5.googleusercontent.com/p/AF1QipMXxKBt68_zGEbRfSHXLszs7sAF3CghRgEhdeuN","https://www.google.com/maps/contrib/104628999236830952049/reviews?hl=en-US&sa=X&ved=2ahUKEwj52ofsp7v5AhX-KkQIHVh3AcMQvfQBegQIARA8","www.google.com","店內座位數很多，燈光將昏暗，很多人在這裡喝酒，服務員用心解說菜單。有提供免費的白開水，義大利麵都不雷可以點，醬汁都有入味。 白松露奶油燉蛋250元➡️醬料部分稍微偏鹹，價位偏高。不推。 巴薩醋燻鴨胸奶油義大利麵280元➡️微酸口感起司香，很好吃。 煙花女麵320元➡️說不出來的味道，但是好吃的。 提拉米蘇140元➡️酒香濃，濕度剛好，甜度剛好。","Solo Pasta","11,161","4.6","No. 29-1, Section 1, Anhe Rd, Da’an District, Taipei City, Taiwan","ChIJwQPcmc-rQjQRtXDQA__PPwg","ChIJwQPcmc-rQjQRtXDQA__PPwg","https://www.google.com/maps/place/?q=place_id:ChIJwQPcmc-rQjQRtXDQA__PPwg"
"鄭鼎原","something special food delicious","5.0","5.0","","a week ago","","https://www.google.com/maps/contrib/113381291307717245908/reviews?hl=en-US&sa=X&ved=2ahUKEwjQ3pLrp7v5AhX4BEQIHXI8BlAQvfQBegUIARCOAQ","www.google.com","東西特別 食物好吃","勝利洋食","874","4.8","Taiwan, Taipei City, Da’an District, Lane 161, Section 1, Dunhua S Rd, 8號","ChIJFUD2uM2rQjQRnjn-N2UsCbA","ChIJFUD2uM2rQjQRnjn-N2UsCbA","https://www.google.com/maps/place/?q=place_id:ChIJFUD2uM2rQjQRnjn-N2UsCbA"
"曾培雅","The curry is delicious! The beef ribs are very tender, and the truffle sauce concentration is just right~ Delicious Avocado Chicken Sandwiches The soup that comes with it is delicious~","5.0","5.0","","3 days ago","","https://www.google.com/maps/contrib/115083278918318035753/reviews?hl=en-US&sa=X&ved=2ahUKEwjWsKzqp7v5AhUoLkQIHdSqCgcQvfQBegUIARDUAQ","www.google.com","咖喱好吃！ 牛肋條很嫩，松露醬濃度很剛好～ 舒肥酪梨嫩雞三明治好吃 附贈的湯很好喝～","勝利洋食","874","4.8","Taiwan, Taipei City, Da’an District, Lane 161, Section 1, Dunhua S Rd, 8號","ChIJFUD2uM2rQjQRnjn-N2UsCbA","ChIJFUD2uM2rQjQRnjn-N2UsCbA","https://www.google.com/maps/place/?q=place_id:ChIJFUD2uM2rQjQRnjn-N2UsCbA"
"maxwell benq","","5.0","5.0","","2 weeks ago","","https://www.google.com/maps/contrib/113512186376625939657/reviews?hl=en-US&sa=X&ved=2ahUKEwjokbXqp7v5AhUNLEQIHXUVC_MQvfQBegQIARBK","www.google.com","","Soup Stock Store","1,466","4.4","No. 3號, Lane 240, Guangfu S Rd, Da’an District, Taipei City, Taiwan","ChIJw__PrcerQjQRR68o5dQYYbg","ChIJw__PrcerQjQRR68o5dQYYbg","https://www.google.com/maps/place/?q=place_id:ChIJw__PrcerQjQRR68o5dQYYbg"
"挑剔專家","","3.0","5.0","","3 days ago","","https://www.google.com/maps/contrib/103425025340048899093/reviews?hl=en-US&sa=X&ved=2ahUKEwjhtoLqp7v5AhVZDkQIHZccAwEQvfQBegUIARCPAg","www.google.com","","Solo Pasta","11,161","4.6","No. 29-1, Section 1, Anhe Rd, Da’an District, Taipei City, Taiwan","ChIJwQPcmc-rQjQRtXDQA__PPwg","ChIJwQPcmc-rQjQRtXDQA__PPwg","https://www.google.com/maps/place/?q=place_id:ChIJwQPcmc-rQjQRtXDQA__PPwg"
"Karen S","台中來的家.溫度讓平常不太喝湯的人也會喜歡上他們家的湯 每天都有不同口味的濃/清湯可以選擇 用餐環境簡約舒適 適合簡單吃頓飯的好去處","5.0","5.0","","2 months ago","https://lh5.googleusercontent.com/p/AF1QipOJDLgAaBApPlmAQNXFvsIktVwWlInkxi6MUwd2","https://www.google.com/maps/contrib/111838086762184765792/reviews?hl=en-US&sa=X&ved=2ahUKEwj_zYjrp7v5AhVeKEQIHRsCDxQQvfQBegUIARCCAQ","www.google.com","","Soup Stock Store","1,466","4.4","No. 3號, Lane 240, Guangfu S Rd, Da’an District, Taipei City, Taiwan","ChIJw__PrcerQjQRR68o5dQYYbg","ChIJw__PrcerQjQRR68o5dQYYbg","https://www.google.com/maps/place/?q=place_id:ChIJw__PrcerQjQRR68o5dQYYbg"
"Chenchieh LIN","","3.0","5.0","","a month ago","","https://www.google.com/maps/contrib/109255341704577489412/reviews?hl=en-US&sa=X&ved=2ahUKEwj_zYjrp7v5AhVeKEQIHRsCDxQQvfQBegQIARBc","www.google.com","","Soup Stock Store","1,466","4.4","No. 3號, Lane 240, Guangfu S Rd, Da’an District, Taipei City, Taiwan","ChIJw__PrcerQjQRR68o5dQYYbg","ChIJw__PrcerQjQRR68o5dQYYbg","https://www.google.com/maps/place/?q=place_id:ChIJw__PrcerQjQRR68o5dQYYbg"
"yuchih tsou","The salad has many combinations of ingredients, fresh and varied in taste, and you can feel the store's intentions; there are many choices of soups, all of which are delicious! If you don't want the sauce to be poured directly on top, you can inform the clerk in advance to provide it separately or sprinkle it on the side, because you feel that the sauce will be a little greasy after you eat it. The two girls both ordered the salad set a bit too full! It is recommended to order a salad set meal for one person and a two soup set meal for one person. It is actually just right to share the salad for two people. I will visit again if the whole is full!","5.0","5.0","","4 months ago","https://lh5.googleusercontent.com/p/AF1QipMj4Kv16P2F6ZBEApkwvv-qdvQYNK-o2yGaZHVO","https://www.google.com/maps/contrib/103189217872084317964/reviews?hl=en-US&sa=X&ved=2ahUKEwi_v97rp7v5AhXTLEQIHZ5uDwEQvfQBegUIARDRAQ","www.google.com","沙拉很多食材搭配組合，新鮮且口感多變，感受店家的用心；湯品選擇很多，都好喝！ 如果不希望醬直接淋在上面，可以提前通知店員單獨提供或撒旁邊，因為覺得吃到最後醬料附著滿多的，會有點小膩 兩位女生都點沙拉套餐有點太飽！ 建議可以一位點沙拉套餐、一位點兩湯套餐，分享沙拉兩個人吃其實很剛好，整體滿優秀的會再訪！","Soup Stock Store","1,466","4.4","No. 3號, Lane 240, Guangfu S Rd, Da’an District, Taipei City, Taiwan","ChIJw__PrcerQjQRR68o5dQYYbg","ChIJw__PrcerQjQRR68o5dQYYbg","https://www.google.com/maps/place/?q=place_id:ChIJw__PrcerQjQRR68o5dQYYbg"
"Debbie Wen","The meals are unique, from appetizers to desserts, and the menu will be updated from time to time. It also has the best cheese in Taiwan!","5.0","5.0","","a week ago","","https://www.google.com/maps/contrib/100169699809122309827/reviews?hl=en-US&sa=X&ved=2ahUKEwi8nODqp7v5AhV9KkQIHcMfAW8QvfQBegUIARDcAQ","www.google.com","餐點有特色，從前菜到甜點都好吃， 會不定期更新菜色。同時還有全台最好吃奶酪喔！","Solo Pasta","11,161","4.6","No. 29-1, Section 1, Anhe Rd, Da’an District, Taipei City, Taiwan","ChIJwQPcmc-rQjQRtXDQA__PPwg","ChIJwQPcmc-rQjQRtXDQA__PPwg","https://www.google.com/maps/place/?q=place_id:ChIJwQPcmc-rQjQRtXDQA__PPwg"
"Sunny Chung","This is a soup restaurant The soups sold every day are not fixed. It is recommended to go to FB to see today's soups and check if there is anything you want to drink. In addition, it is also recommended to go to FB to confirm before departure, because other items will be changed after the soup is sold out. Otherwise, it is easy to see that after watching it at noon, you will find that it is different from what you watched at noon when you go to the scene at night. My personal favorite is the Mushroom Bamboo Shoot Cartilage Soup and Tomato Minced Pork Sauce Soup The soup with minced tomato and pork sauce tastes like Mapo tofu. XD Creamy soup is also good, suitable for dipping bread But I don't really like beef and wild vegetable stew in sauce. I feel that the taste of the sauce is too strong, covering the taste of beef and other ingredients. Chicken Caesar Salad is delicious and the portions are huge The chicken seasoning is also good The dining environment is very comfortable and the staff is very happy XD It's a shop I will visit again","5.0","5.0","","3 months ago","https://lh5.googleusercontent.com/p/AF1QipPLumOzelryuGsR9fqFIVWk1yJwpRWaflQeBiet | https://lh5.googleusercontent.com/p/AF1QipMZv2pQqy9WI_86u6R5TYyGgIlnKD3aNqmA0bPW | https://lh5.googleusercontent.com/p/AF1QipPMRCkr8mqt9_viFd_NB-kIZhg93dONS0G_bwLc | https://lh5.googleusercontent.com/p/AF1QipP-whBBSqgEfFtDKxmGRUbWLZHoKhJgUYbJbNT1 | https://lh5.googleusercontent.com/p/AF1QipPjoJquMwwbp9kyq9TKkYzzCU7CYo2x3yfQISPt | https://lh5.googleusercontent.com/p/AF1QipPWeec1TUYkTXOv8FJZCzFmY-bbd7mWUvvuU6nn | https://lh5.googleusercontent.com/p/AF1QipP4X8t5lpG8pmcGgx5cV0zQwkJb4UTp2gaEetWd | https://lh5.googleusercontent.com/p/AF1QipPQagwcHZTcWcXlB3WYb4ZiQyAVL8gx99Wczmzy | https://lh5.googleusercontent.com/p/AF1QipOg816yOLcQUFAc1OcKPZeea1X2wIsMQnWxlBto | https://lh5.googleusercontent.com/p/AF1QipPeQoBQPOBMnaWasPpVJiEqkjcnjchDdPvsNWh7","https://www.google.com/maps/contrib/105588276432935152992/reviews?hl=en-US&sa=X&ved=2ahUKEwi_v97rp7v5AhXTLEQIHZ5uDwEQvfQBegUIARCVAQ","www.google.com","這是一間以湯品為主的餐廳 每天販售的湯品不固定，建議可以先到FB看今日湯品，確認有沒有自己想喝的 另外也建議出發之前要再去FB確認，因為湯品售完之後會改其他品項 不然很容易發生中午看完之後，晚上到現場發現跟中午看的不一樣😂 個人最喜歡好菇竹筍軟骨湯跟番茄碎豬肉醬湯 番茄碎豬肉醬湯喝起來有種麻婆豆腐的香味XD 很下飯 奶油的湯也不錯，適合沾麵包 但個人不太喜歡醬汁牛肉野菜燉湯，覺得醬汁的味道太濃厚了，蓋掉牛肉跟其他食材的味道 凱撒沙拉雞肉很好吃，份量很大 雞肉的調味也很不錯 用餐環境很舒服，店員很歡樂XD 是會再回訪的店","Soup Stock Store","1,466","4.4","No. 3號, Lane 240, Guangfu S Rd, Da’an District, Taipei City, Taiwan","ChIJw__PrcerQjQRR68o5dQYYbg","ChIJw__PrcerQjQRR68o5dQYYbg","https://www.google.com/maps/place/?q=place_id:ChIJw__PrcerQjQRR68o5dQYYbg"
"Bryan Shen","Every time you come here, you must order the fried steak sandwich. The owner is also very polite and will make people willing to come and eat!","5.0","5.0","","2 weeks ago","https://lh5.googleusercontent.com/p/AF1QipOoIF2dQLA0l5_NS9sbKKV5OVMarb1LVeizVJx0 | https://lh5.googleusercontent.com/p/AF1QipOu0wDTm8rWrSI4AfWv0g1et-Fuil8ycgQCNisd | https://lh5.googleusercontent.com/p/AF1QipP2H5KW2H4Vgs2j7W2LYSL1hvw4a1R7keC4USg2","https://www.google.com/maps/contrib/102738874166625428157/reviews?hl=en-US&sa=X&ved=2ahUKEwi21Jnsp7v5AhV9LUQIHQCUBnsQvfQBegQIARB3","www.google.com","每次來必點炸牛排三明治，老闆人也很客氣，會讓人願意特地過來吃！","勝利洋食","874","4.8","Taiwan, Taipei City, Da’an District, Lane 161, Section 1, Dunhua S Rd, 8號","ChIJFUD2uM2rQjQRnjn-N2UsCbA","ChIJFUD2uM2rQjQRnjn-N2UsCbA","https://www.google.com/maps/place/?q=place_id:ChIJFUD2uM2rQjQRnjn-N2UsCbA"
"Kaede Q","The serving size is large, and the meal performance is quite satisfactory. Push egg yolk soup, delicious👍🏻","4.0","5.0","","6 days ago","https://lh5.googleusercontent.com/p/AF1QipNQTvSiEGhxfKixcKXZbb8MS6be4YxyzPRQTpBJ | https://lh5.googleusercontent.com/p/AF1QipPvSPDT_takDBQB19_PP8xuuaIENFya7F5TW9XA | https://lh5.googleusercontent.com/p/AF1QipOhpiKADSxirLPHuc4d8E5c1aPVcfpP_D1chIvo","https://www.google.com/maps/contrib/106146499296846141549/reviews?hl=en-US&sa=X&ved=2ahUKEwil_ozqp7v5AhUXKkQIHcI6AD0QvfQBegQIARBp","www.google.com","份量大碗，餐點表現中規中矩。推蛋黃湯，好喝👍🏻","Nangang Beidahuang Dumpling Shop","7,351","3.8","No. 201, Section 1, Nangang Rd, Nangang District, Taipei City, Taiwan","ChIJv4dK1lirQjQRTurkPAZOiqA","ChIJv4dK1lirQjQRTurkPAZOiqA","https://www.google.com/maps/place/?q=place_id:ChIJv4dK1lirQjQRTurkPAZOiqA"
"Wen Wen","The atmosphere is laid back and warm with vegetarian options. Delicious and not burdensome.","5.0","5.0","","a week ago","","https://www.google.com/maps/contrib/116782664191198999323/reviews?hl=en-US&sa=X&ved=2ahUKEwjokbXqp7v5AhUNLEQIHXUVC_MQvfQBegQIARAC","www.google.com","氣氛悠閒溫暖 有素食。好喝沒負擔。","Soup Stock Store","1,466","4.4","No. 3號, Lane 240, Guangfu S Rd, Da’an District, Taipei City, Taiwan","ChIJw__PrcerQjQRR68o5dQYYbg","ChIJw__PrcerQjQRR68o5dQYYbg","https://www.google.com/maps/place/?q=place_id:ChIJw__PrcerQjQRR68o5dQYYbg"
"Yen-ling Chen","","5.0","5.0","","a day ago","","https://www.google.com/maps/contrib/114739355600876189691/reviews?hl=en-US&sa=X&ved=2ahUKEwjhtfbpp7v5AhUcLEQIHRuaBHsQvfQBegQIARA9","www.google.com","","Soup Stock Store","1,466","4.4","No. 3號, Lane 240, Guangfu S Rd, Da’an District, Taipei City, Taiwan","ChIJw__PrcerQjQRR68o5dQYYbg","ChIJw__PrcerQjQRR68o5dQYYbg","https://www.google.com/maps/place/?q=place_id:ChIJw__PrcerQjQRR68o5dQYYbg"
"CTL","","5.0","5.0","","4 weeks ago","https://lh5.googleusercontent.com/p/AF1QipN88_eWARFnODWltLk8I3XPsB29jEJmVpr0Q5MD","https://www.google.com/maps/contrib/101183778021883223062/reviews?hl=en-US&sa=X&ved=2ahUKEwjokbXqp7v5AhUNLEQIHXUVC_MQvfQBegUIARDBAQ","www.google.com","","Soup Stock Store","1,466","4.4","No. 3號, Lane 240, Guangfu S Rd, Da’an District, Taipei City, Taiwan","ChIJw__PrcerQjQRR68o5dQYYbg","ChIJw__PrcerQjQRR68o5dQYYbg","https://www.google.com/maps/place/?q=place_id:ChIJw__PrcerQjQRR68o5dQYYbg"
"Zach Chen","good","5.0","5.0","","a month ago","","https://www.google.com/maps/contrib/114569920077784869680/reviews?hl=en-US&sa=X&ved=2ahUKEwj_zYjrp7v5AhVeKEQIHRsCDxQQvfQBegQIARAY","www.google.com","不錯","Soup Stock Store","1,466","4.4","No. 3號, Lane 240, Guangfu S Rd, Da’an District, Taipei City, Taiwan","ChIJw__PrcerQjQRR68o5dQYYbg","ChIJw__PrcerQjQRR68o5dQYYbg","https://www.google.com/maps/place/?q=place_id:ChIJw__PrcerQjQRR68o5dQYYbg"
"陳毅","Wagyu cheese beef balls taste very good, Q bomb is not too hard, the taste of curry rice is very rich","5.0","5.0","","2 weeks ago","","https://www.google.com/maps/contrib/104174683418723707974/reviews?hl=en-US&sa=X&ved=2ahUKEwi21Jnsp7v5AhV9LUQIHQCUBnsQvfQBegQIARA2","www.google.com","和牛起司牛肉丸的口感非常好Q彈又不會太硬，咖哩飯的味道非常濃郁","勝利洋食","874","4.8","Taiwan, Taipei City, Da’an District, Lane 161, Section 1, Dunhua S Rd, 8號","ChIJFUD2uM2rQjQRnjn-N2UsCbA","ChIJFUD2uM2rQjQRnjn-N2UsCbA","https://www.google.com/maps/place/?q=place_id:ChIJFUD2uM2rQjQRnjn-N2UsCbA"
"林柏洋","","5.0","5.0","","4 days ago","","https://www.google.com/maps/contrib/107809402019083063520/reviews?hl=en-US&sa=X&ved=2ahUKEwil_ozqp7v5AhUXKkQIHcI6AD0QvfQBegQIARAt","www.google.com","","Nangang Beidahuang Dumpling Shop","7,351","3.8","No. 201, Section 1, Nangang Rd, Nangang District, Taipei City, Taiwan","ChIJv4dK1lirQjQRTurkPAZOiqA","ChIJv4dK1lirQjQRTurkPAZOiqA","https://www.google.com/maps/place/?q=place_id:ChIJv4dK1lirQjQRTurkPAZOiqA"
"Robert Chou","","4.0","5.0","","a week ago","","https://www.google.com/maps/contrib/113952071442693242518/reviews?hl=en-US&sa=X&ved=2ahUKEwiO_a_rp7v5AhULEEQIHdsLA1gQvfQBegQIARAW","www.google.com","","Nangang Beidahuang Dumpling Shop","7,351","3.8","No. 201, Section 1, Nangang Rd, Nangang District, Taipei City, Taiwan","ChIJv4dK1lirQjQRTurkPAZOiqA","ChIJv4dK1lirQjQRTurkPAZOiqA","https://www.google.com/maps/place/?q=place_id:ChIJv4dK1lirQjQRTurkPAZOiqA"
"魚想翔","Dumplings are big and delicious","5.0","5.0","","22 hours ago","","https://www.google.com/maps/contrib/116404387178651700914/reviews?hl=en-US&sa=X&ved=2ahUKEwjrjsrpp7v5AhWaKkQIHTvpDhQQvfQBegQIARBA","www.google.com","水餃大顆又好好吃","Nangang Beidahuang Dumpling Shop","7,351","3.8","No. 201, Section 1, Nangang Rd, Nangang District, Taipei City, Taiwan","ChIJv4dK1lirQjQRTurkPAZOiqA","ChIJv4dK1lirQjQRTurkPAZOiqA","https://www.google.com/maps/place/?q=place_id:ChIJv4dK1lirQjQRTurkPAZOiqA"
"江文瑄","Delicious and cheap","5.0","5.0","","6 days ago","","https://www.google.com/maps/contrib/100478395006594795995/reviews?hl=en-US&sa=X&ved=2ahUKEwjWsKzqp7v5AhUoLkQIHdSqCgcQvfQBegUIARCZAg","www.google.com","好吃又便宜讚讚","勝利洋食","874","4.8","Taiwan, Taipei City, Da’an District, Lane 161, Section 1, Dunhua S Rd, 8號","ChIJFUD2uM2rQjQRnjn-N2UsCbA","ChIJFUD2uM2rQjQRnjn-N2UsCbA","https://www.google.com/maps/place/?q=place_id:ChIJFUD2uM2rQjQRnjn-N2UsCbA"
"101 陳杰明 Benjamin Chan","push up","5.0","5.0","","2 weeks ago","","https://www.google.com/maps/contrib/111657100449883850161/reviews?hl=en-US&sa=X&ved=2ahUKEwjSi-Tsp7v5AhX-LEQIHTaDBIoQvfQBegQIARAC","www.google.com","推爆","勝利洋食","874","4.8","Taiwan, Taipei City, Da’an District, Lane 161, Section 1, Dunhua S Rd, 8號","ChIJFUD2uM2rQjQRnjn-N2UsCbA","ChIJFUD2uM2rQjQRnjn-N2UsCbA","https://www.google.com/maps/place/?q=place_id:ChIJFUD2uM2rQjQRnjn-N2UsCbA"
"lala Lai","","4.0","5.0","","a month ago","","https://www.google.com/maps/contrib/115878445239934678807/reviews?hl=en-US&sa=X&ved=2ahUKEwjokbXqp7v5AhUNLEQIHXUVC_MQvfQBegUIARDXAQ","www.google.com","","Soup Stock Store","1,466","4.4","No. 3號, Lane 240, Guangfu S Rd, Da’an District, Taipei City, Taiwan","ChIJw__PrcerQjQRR68o5dQYYbg","ChIJw__PrcerQjQRR68o5dQYYbg","https://www.google.com/maps/place/?q=place_id:ChIJw__PrcerQjQRR68o5dQYYbg"
"Jim Powers","Bad service attitude, reasonable price","4.0","5.0","","2 weeks ago","https://lh5.googleusercontent.com/p/AF1QipOsUfP8rD7YwfVxV0mCRiyG2hh4lXShUXzh3Zwf | https://lh5.googleusercontent.com/p/AF1QipPWumG4YkkKxuyDC_-9aSBN6OUNOQHYa8AHSeWZ","https://www.google.com/maps/contrib/103430091286383963927/reviews?hl=en-US&sa=X&ved=2ahUKEwiO_a_rp7v5AhULEEQIHdsLA1gQvfQBegUIARDbAQ","www.google.com","服務態度不佳，價格合理","Nangang Beidahuang Dumpling Shop","7,351","3.8","No. 201, Section 1, Nangang Rd, Nangang District, Taipei City, Taiwan","ChIJv4dK1lirQjQRTurkPAZOiqA","ChIJv4dK1lirQjQRTurkPAZOiqA","https://www.google.com/maps/place/?q=place_id:ChIJv4dK1lirQjQRTurkPAZOiqA"
"Vic Huang","The main body is a dumpling shop with lo-mei But the dumplings are also delicious More skin Q stuffing ate for ten years","5.0","5.0","","2 days ago","https://lh5.googleusercontent.com/p/AF1QipPqSsA8XAVRQ0Gey7md56_se0WPWZMLzXfXzsRI | https://lh5.googleusercontent.com/p/AF1QipP41VwrjevjiQhw_Mr735FPX2aKfcSkQxIWprRL | https://lh5.googleusercontent.com/p/AF1QipM7DHNcF1wG8dwFlJEuleMBM12jpSms765EVv9H | https://lh5.googleusercontent.com/p/AF1QipOx5yEa6TM_NxEJNP3f5IqLjxMZE4huVJBr3G7q | https://lh5.googleusercontent.com/p/AF1QipNXoGofma76DdHDbnXQxOiWhZXqjPWAN5cGKta_","https://www.google.com/maps/contrib/107493523800056068658/reviews?hl=en-US&sa=X&ved=2ahUKEwjrjsrpp7v5AhWaKkQIHTvpDhQQvfQBegUIARCcAQ","www.google.com","本體是滷味的餃子店 但餃子也十分好吃 皮Q餡多 吃了十幾年","Nangang Beidahuang Dumpling Shop","7,351","3.8","No. 201, Section 1, Nangang Rd, Nangang District, Taipei City, Taiwan","ChIJv4dK1lirQjQRTurkPAZOiqA","ChIJv4dK1lirQjQRTurkPAZOiqA","https://www.google.com/maps/place/?q=place_id:ChIJv4dK1lirQjQRTurkPAZOiqA"
"renee liu","five visits The sauce of the salad is amazing, the lemon egg salad is refreshing and delicious, the stew in the beef and vegetable soup is very delicious, the atmosphere of the store is warm and refreshing","4.0","5.0","","3 days ago","https://lh5.googleusercontent.com/p/AF1QipMFaxPor9aQUaYELWnfuQyCldvooVcUyGufp1Mw","https://www.google.com/maps/contrib/111394079125720339419/reviews?hl=en-US&sa=X&ved=2ahUKEwjhtfbpp7v5AhUcLEQIHRuaBHsQvfQBegQIARBq","www.google.com","五訪 沙拉的醬料非常驚豔，檸檬蛋沙拉清爽入味，牛肉蔬菜湯裡的燉物都很入味，店裡氣氛溫馨清爽","Soup Stock Store","1,466","4.4","No. 3號, Lane 240, Guangfu S Rd, Da’an District, Taipei City, Taiwan","ChIJw__PrcerQjQRR68o5dQYYbg","ChIJw__PrcerQjQRR68o5dQYYbg","https://www.google.com/maps/place/?q=place_id:ChIJw__PrcerQjQRR68o5dQYYbg"
"winnie lo","","5.0","5.0","","2 months ago","","https://www.google.com/maps/contrib/103049399227155167359/reviews?hl=en-US&sa=X&ved=2ahUKEwj_zYjrp7v5AhVeKEQIHRsCDxQQvfQBegUIARCaAQ","www.google.com","","Soup Stock Store","1,466","4.4","No. 3號, Lane 240, Guangfu S Rd, Da’an District, Taipei City, Taiwan","ChIJw__PrcerQjQRR68o5dQYYbg","ChIJw__PrcerQjQRR68o5dQYYbg","https://www.google.com/maps/place/?q=place_id:ChIJw__PrcerQjQRR68o5dQYYbg"
"ENA ANE","From the first store in Taichung to now, I really make soup with my heart!!","5.0","5.0","","2 weeks ago","","https://www.google.com/maps/contrib/114815311998035403921/reviews?hl=en-US&sa=X&ved=2ahUKEwjokbXqp7v5AhUNLEQIHXUVC_MQvfQBegQIARAz","www.google.com","從台中第一間店喝到現在，真的很用心做湯!!","Soup Stock Store","1,466","4.4","No. 3號, Lane 240, Guangfu S Rd, Da’an District, Taipei City, Taiwan","ChIJw__PrcerQjQRR68o5dQYYbg","ChIJw__PrcerQjQRR68o5dQYYbg","https://www.google.com/maps/place/?q=place_id:ChIJw__PrcerQjQRR68o5dQYYbg"
"SZUWEI HUANG","Shop assistant 🤷‍♂️","1.0","5.0","","a week ago","","https://www.google.com/maps/contrib/112245106177629165705/reviews?hl=en-US&sa=X&ved=2ahUKEwjhtfbpp7v5AhUcLEQIHRuaBHsQvfQBegUIARDvAQ","www.google.com","店員🤷‍♂️","Soup Stock Store","1,466","4.4","No. 3號, Lane 240, Guangfu S Rd, Da’an District, Taipei City, Taiwan","ChIJw__PrcerQjQRR68o5dQYYbg","ChIJw__PrcerQjQRR68o5dQYYbg","https://www.google.com/maps/place/?q=place_id:ChIJw__PrcerQjQRR68o5dQYYbg"
